24186360,s0,T31,T1,Counteracting neuronal ,nitric oxide, synthase proteasomal degradation improves glucose transport in ,insulin,"-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T29,T10,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced ",glucose, transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or ,insulin,"-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T10,T30,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or ",insulin,-stimulated ,glucose," uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T11,T12,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and ",GLUT4, translocation in primary cultures of ,insulin,"-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T21,T11,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of ",nNOS, breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and ,GLUT4," translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T22,T11,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of ",nNOS, improved basal and/or insulin-stimulated glucose uptake and ,GLUT4," translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T29,T11,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced ",glucose, transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and ,GLUT4," translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T30,T11,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated ",glucose, uptake and ,GLUT4," translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T21,T12,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of ",nNOS, breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of ,insulin,"-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T22,T12,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of ",nNOS, improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of ,insulin,"-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T29,T12,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced ",glucose, transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of ,insulin,"-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T30,T12,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated ",glucose, uptake and GLUT4 translocation in primary cultures of ,insulin,"-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T21,T22,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of ",nNOS, breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of ,nNOS," improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T21,T29,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of ",nNOS, breakdown in defective insulin-induced ,glucose," transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T21,T30,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of ",nNOS, breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated ,glucose," uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T29,T22,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced ",glucose, transport by demonstrating that blockade of proteasomal degradation or overexpression of ,nNOS," improved basal and/or insulin-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T22,T30,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of ",nNOS, improved basal and/or insulin-stimulated ,glucose," uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T29,T30,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective insulin-induced ",glucose, transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or insulin-stimulated ,glucose," uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
24186360,s9,T9,T10,"Counteracting neuronal nitric oxide synthase proteasomal degradation improves glucose transport in insulin-resistant skeletal muscle from Zucker fa/fa rats. 
AIMS/HYPOTHESIS: Insulin-mediated glucose transport and utilisation are decreased in skeletal muscle from type 2 diabetic and glucose-intolerant individuals because of alterations in insulin receptor signalling, GLUT4 translocation to the plasma membrane and microvascular blood flow. Catalytic activity of the muscle-specific isoform of neuronal nitric oxide synthase (nNOS) also participates in the regulation of glucose transport and appears to be decreased in a relevant animal model of drastic insulin resistance, the obese Zucker fa/fa rat. Our objective was to determine the molecular mechanisms involved in this defect. METHODS: Isolated rat muscles and primary cultures of myocytes were used for western blot analysis of protein expression, immunohistochemistry, glucose uptake measurements and GLUT4 translocation assays. RESULTS: nNOS expression was reduced in skeletal muscle from fa/fa rats. This was caused by increased ubiquitination of the enzyme and subsequent degradation by the ubiquitin proteasome pathway. The degradation occurred through a greater interaction of nNOS with the chaperone heat-shock protein 70 and the co-chaperone, carboxyl terminus of Hsc70-interacting protein (CHIP). In addition, an alteration in nNOS sarcolemmal localisation was observed. We confirmed the implication of nNOS breakdown in defective ",insulin,-induced glucose transport by demonstrating that blockade of proteasomal degradation or overexpression of nNOS improved basal and/or ,insulin,"-stimulated glucose uptake and GLUT4 translocation in primary cultures of insulin-resistant myocytes. CONCLUSIONS/INTERPRETATION: Recovery of nNOS in insulin-resistant muscles should be considered a potential new approach to address insulin resistance. 
",Not_a_complex
