22371489,s0,T15,T1,Identification of ,ubiquitin-specific protease 9X, (,USP9X,") as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s4,T9,T10,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-",PEX5,") released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-",PEX5," is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s4,T17,T9,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ",ubiquitin,-PEX5 thioester conjugate (Ub-,PEX5,") released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s4,T20,T9,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (",Ub,-,PEX5,") released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s4,T9,T21,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-",PEX5,") released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of ",Ub,"-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s5,T22,T11,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that ",Ub,-,PEX5," is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T12,T13,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (",USP9X,) is by far the most active deubiquitinase acting on Ub-,PEX5,", both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T16,T12,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ",ubiquitin-specific protease 9X, (,USP9X,") is by far the most active deubiquitinase acting on Ub-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T12,T19,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (",USP9X,) is by far the most active deubiquitinase acting on ,Ub,"-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T16,T13,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ",ubiquitin-specific protease 9X, (USP9X) is by far the most active deubiquitinase acting on Ub-,PEX5,", both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T19,T13,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ubiquitin-specific protease 9X (USP9X) is by far the most active deubiquitinase acting on ",Ub,-,PEX5,", both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
22371489,s7,T16,T19,"Identification of ubiquitin-specific protease 9X (USP9X) as a deubiquitinase acting on ubiquitin-peroxin 5 (PEX5) thioester conjugate. 
Peroxin 5 (PEX5), the peroxisomal protein shuttling receptor, binds newly synthesized peroxisomal matrix proteins in the cytosol and promotes their translocation across the organelle membrane. During the translocation step, PEX5 itself becomes inserted into the peroxisomal docking/translocation machinery. PEX5 is then monoubiquitinated at a conserved cysteine residue and extracted back into the cytosol in an ATP-dependent manner. We have previously shown that the ubiquitin-PEX5 thioester conjugate (Ub-PEX5) released into the cytosol can be efficiently disrupted by physiological concentrations of glutathione, raising the possibility that a fraction of Ub-PEX5 is nonenzymatically deubiquitinated in vivo. However, data suggesting that Ub-PEX5 is also a target of a deubiquitinase were also obtained in that work. Here, we used an unbiased biochemical approach to identify this enzyme. Our results suggest that ",ubiquitin-specific protease 9X, (USP9X) is by far the most active deubiquitinase acting on ,Ub,"-PEX5, both in female rat liver and HeLa cells. We also show that USP9X is an elongated monomeric protein with the capacity to hydrolyze thioester, isopeptide, and peptide bonds. The strategy described here will be useful in identifying deubiquitinases acting on other ubiquitin conjugates. 
",Not_a_complex
