26317213_16,s3,T20,T21,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for ",CsA, was determined as gradient of the line of the best fit from a plot of [,CsA,"]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T20,T22,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for ",CsA," was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given ",CsA," concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T20,T23,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for ",CsA," was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of ",CsA,". The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T21,T22,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [",CsA,"]/(1-k/ko) against ko/k, where k is the rate constant at any given ",CsA," concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T21,T23,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [",CsA,"]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of ",CsA,". The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T22,T23,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given ",CsA, concentration and ko is the rate constant in the absence of ,CsA,". The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T10,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of ",AtCyp19,"-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T14,(C) Effect of ,cyclophilin," inhibitor, ",cyclosporin A," (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T15,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (",CsA,"), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T16,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and ",FKBP," inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T17,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, ",FK506,", on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T18,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the ",PPIase," activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T19,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for ",CsA,". Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T20,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for ",CsA," was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T21,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [",CsA,"]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T22,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given ",CsA," concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T23,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of AtCyp19-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of ",CsA,". The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T8,T9,(C) Effect of ,cyclophilin," inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T10,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,-3 (D) Determination of inhibition constant (ki) of ,AtCyp19,"-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T14,T9,"(C) Effect of cyclophilin inhibitor, ",cyclosporin A," (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T15,T9,"(C) Effect of cyclophilin inhibitor, cyclosporin A (",CsA,"), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T16,T9,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and ",FKBP," inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T17,T9,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, ",FK506,", on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T18,T9,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the ",PPIase, activity of ,AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T19,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for ,CsA,". Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T20,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for ,CsA," was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T21,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [,CsA,"]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T22,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given ",CsA," concentration and ko is the rate constant in the absence of CsA. The slope of the line represents the ki.
",Not_a_complex
26317213_16,s3,T9,T23,"(C) Effect of cyclophilin inhibitor, cyclosporin A (CsA), and FKBP inhibitor, FK506, on the PPIase activity of ",AtCyp19,"-3 (D) Determination of inhibition constant (ki) of AtCyp19-3 for CsA. Inhibition constant (ki) for CsA was determined as gradient of the line of the best fit from a plot of [CsA]/(1-k/ko) against ko/k, where k is the rate constant at any given CsA concentration and ko is the rate constant in the absence of ",CsA,". The slope of the line represents the ki.
",Not_a_complex
